amount,time_hour,distance_from_home,used_new_device,is_international,is_fraud
246.96,8,31.95,0,0,0
92.33,13,5.39,0,0,0
37.96,10,15.42,0,0,0
406.48,1,19.48,0,0,0
63.38,20,1.43,1,0,0
26.33,1,9.2,0,0,0
124.23,4,47.44,0,0,0
431.76,6,75.74,0,0,0
0.58,21,52.87,0,0,0
40.8,3,16.22,0,0,0
418.18,13,40.52,0,0,0
28.15,1,24.35,0,0,0
18.03,22,9.13,1,0,0
126.66,11,30.81,0,0,0
296.91,9,37.89,0,0,0
97.26,0,10.96,0,0,0
782.21,18,6.75,0,0,0
170.53,22,16.51,0,0,0
11.54,15,58.51,0,0,0
740.72,14,43.08,1,0,0
78.61,13,17.5,0,1,0
50.83,8,11.84,0,0,0
122.43,20,24.18,1,0,0
54.43,22,8.64,0,0,0
13.56,14,28.43,1,0,0
0.21,6,21.42,0,0,0
89.56,3,1.21,0,0,0
271.98,20,18.28,0,0,0
127.41,17,1.51,1,0,0
1071.01,7,29.91,0,0,0
50.71,11,8.01,0,0,0
49.37,14,4.43,0,0,0
26.11,14,19.98,0,0,0
26.88,16,18.53,0,0,0
50.36,1,30.65,0,0,0
236.14,11,8.36,0,0,0
354.28,2,63.3,0,0,0
553.86,6,41.46,0,0,0
39.65,5,64.98,0,0,0
319.67,13,20.79,0,0,0
59.68,22,10.72,0,0,0
17.96,4,75.86,0,0,0
306.06,3,40.9,0,0,0
151.63,14,19.55,0,0,0
27.0,6,23.49,1,0,0
84.27,2,16.68,0,0,0
50.8,12,48.6,0,0,0
200.22,9,32.49,1,1,1
90.61,22,35.63,0,0,0
680.35,1,9.83,0,0,0
8.45,11,21.84,0,0,0
65.78,23,28.02,0,0,0
98.64,21,4.97,0,0,0
104.92,11,32.12,0,0,0
56.96,18,25.99,1,0,0
195.98,18,45.69,1,0,0
311.61,20,51.27,0,0,0
418.84,2,87.66,0,0,0
245.29,5,27.38,0,0,0
285.15,1,18.28,0,0,0
119.96,23,8.44,0,0,0
262.21,12,7.04,0,0,0
54.25,8,23.24,0,0,0
76.24,12,6.39,0,0,0
57.17,22,7.62,0,0,0
94.49,13,23.89,0,0,0
50.44,18,17.14,0,0,0
489.0,10,10.65,0,0,0
56.28,13,18.15,0,0,0
15.48,15,42.45,0,0,0
112.24,9,32.56,0,0,0
8.82,19,49.85,0,0,0
17.57,15,20.83,0,0,0
37.15,1,16.68,0,0,0
93.64,15,26.84,0,0,0
85.18,13,7.78,0,0,0
241.18,20,19.53,0,0,0
201.76,17,17.87,0,0,0
83.35,5,124.11,1,0,0
60.9,6,56.62,0,0,0
57.07,12,38.7,0,0,0
223.08,1,33.42,0,0,0
8.02,14,71.28,0,0,0
1.94,16,33.21,0,0,0
238.11,12,12.38,0,0,0
97.27,6,11.53,0,0,0
21.04,0,43.25,0,1,0
40.29,2,37.84,0,0,0
404.35,19,33.08,0,0,0
294.39,17,51.42,0,0,0
185.57,6,49.47,0,1,0
98.73,20,3.97,1,0,0
110.2,16,21.27,0,0,0
554.81,11,35.67,0,0,0
506.2,15,60.5,0,0,0
36.36,23,39.74,0,0,0
249.98,9,43.64,0,0,0
32.96,22,8.95,0,0,0
36.03,15,5.79,0,0,0
169.09,19,32.01,0,0,0
77.88,17,16.45,0,0,0
402.24,14,36.32,0,0,0
13.98,22,13.91,1,0,0
107.47,10,16.07,0,0,0
376.11,17,42.77,0,0,0
351.69,5,24.98,1,0,0
25.53,0,13.25,0,1,0
68.51,22,22.21,0,0,0
144.79,6,38.6,0,0,0
26.04,11,23.41,0,0,0
516.41,19,35.42,0,0,0
369.32,3,19.93,0,0,0
27.4,9,57.1,0,0,0
19.37,20,21.84,0,0,0
13.39,1,15.55,0,0,0
360.27,8,67.17,0,0,0
32.28,9,25.11,0,0,0
80.75,19,35.01,1,1,1
89.36,10,15.41,0,0,0
137.07,13,34.23,0,0,0
11.17,2,38.46,0,0,0
38.57,0,12.41,0,0,0
402.12,6,45.34,0,0,0
358.57,3,22.9,0,0,0
228.0,6,45.32,0,0,0
2.94,15,13.63,0,0,0
59.4,9,16.18,0,0,0
148.31,14,28.17,0,0,0
48.28,15,11.5,0,0,0
360.5,5,28.88,0,0,0
150.72,3,32.28,0,0,0
11.19,3,28.14,0,0,0
359.54,23,26.74,0,0,0
474.68,22,9.49,0,0,0
12.13,3,6.68,0,0,0
114.01,21,24.01,0,0,0
54.22,21,4.38,0,0,0
74.84,16,3.61,0,0,0
29.7,12,16.0,0,1,0
129.44,1,11.3,0,0,0
475.44,19,33.13,0,0,0
104.9,5,23.97,0,0,0
12.98,21,32.14,0,0,0
145.14,0,44.9,1,0,0
62.38,7,57.63,0,0,0
290.61,17,41.31,0,0,0
85.55,20,27.63,0,0,0
32.13,3,10.48,0,0,0
31.81,4,54.26,0,0,0
219.65,4,8.65,0,0,0
46.3,14,45.7,0,0,0
218.66,9,61.8,0,1,0
34.58,7,33.63,1,0,0
58.22,6,10.76,0,0,0
93.96,11,16.98,1,0,0
430.22,10,29.53,0,0,0
402.65,12,13.11,0,0,0
34.77,14,27.32,0,0,0
66.53,16,33.24,0,0,0
24.27,21,35.6,0,0,0
107.0,21,16.78,0,0,0
92.59,17,25.03,0,1,0
346.53,7,28.54,0,1,0
398.9,5,5.49,0,0,0
72.57,10,16.28,0,0,0
101.51,8,26.25,0,0,0
339.85,4,32.96,0,0,0
246.53,6,65.58,0,0,0
0.55,21,31.04,1,0,0
57.86,14,8.29,0,0,0
82.17,20,12.26,0,1,0
39.15,21,47.48,0,0,0
33.39,3,81.81,0,0,0
5.78,18,10.2,0,0,0
154.66,12,15.82,0,0,0
45.68,0,84.24,0,0,0
8.07,0,71.17,0,0,0
39.4,21,37.91,0,0,0
242.86,13,16.07,0,0,0
286.06,8,9.79,0,0,0
98.98,23,15.09,0,0,0
80.7,11,18.59,0,1,0
571.51,17,19.29,0,0,0
33.58,8,5.41,0,0,0
36.38,7,11.59,0,0,0
51.77,13,26.84,0,0,0
28.45,8,15.6,0,0,0
71.55,19,8.02,0,0,0
362.59,1,10.53,0,0,0
143.31,0,21.04,0,0,0
79.64,12,6.53,1,0,0
408.65,9,59.1,0,0,0
7.45,7,6.95,0,0,0
35.41,6,40.05,1,0,0
125.17,23,80.91,0,0,0
143.39,11,7.73,0,0,0
6.05,16,9.4,1,0,0
77.39,11,21.32,0,0,0
157.11,15,17.06,0,0,0
179.63,9,48.5,0,0,0
152.47,11,20.19,0,0,0
57.97,10,11.4,0,0,0
14.73,13,41.86,0,0,0
83.56,21,18.65,0,0,0
20.67,19,11.14,0,0,0
442.4,12,12.86,0,0,0
96.7,1,7.45,0,0,0
57.25,19,2.77,0,0,0
218.06,6,8.19,0,0,0
103.36,0,20.57,0,0,0
55.67,2,18.3,0,0,0
250.67,19,5.93,0,0,0
302.78,11,11.6,0,0,0
167.67,4,37.95,0,0,0
7.22,11,35.73,0,0,0
125.32,2,25.64,0,0,0
216.14,19,8.98,0,0,0
22.01,4,48.18,0,1,0
38.95,0,21.43,0,0,0
321.19,15,12.77,0,0,0
3.05,8,9.31,1,1,1
209.59,9,40.51,1,0,0
96.3,9,0.77,0,0,0
88.8,12,30.04,1,0,0
1.07,15,16.34,0,0,0
256.72,19,52.66,0,0,0
66.9,3,99.57,0,0,0
116.73,13,12.86,0,0,0
169.66,16,48.67,0,0,0
181.92,4,31.13,0,0,0
468.47,12,28.72,0,0,0
113.68,2,6.06,0,0,0
76.55,4,15.25,0,0,0
460.9,15,47.3,0,0,0
154.13,18,57.22,0,0,0
53.11,18,70.09,0,1,0
20.28,16,15.32,0,0,0
277.3,17,34.95,0,0,0
67.46,17,15.9,0,0,0
162.03,22,26.99,0,0,0
95.46,7,34.58,0,0,0
33.27,17,16.43,0,1,0
138.08,8,36.64,0,0,0
9.39,18,20.53,0,0,0
80.0,9,23.15,0,0,0
118.65,1,6.16,0,0,0
85.92,16,14.59,0,0,0
207.15,23,14.81,0,0,0
263.97,12,105.45,0,0,0
221.26,10,12.08,0,1,0
5.94,15,22.8,0,0,0
32.37,19,12.31,1,0,0
115.38,6,20.58,0,0,0
409.6,2,26.61,0,0,0
270.23,15,10.17,0,0,0
277.28,18,45.07,0,0,0
54.19,19,10.66,0,0,0
84.17,15,5.3,1,0,0
95.43,1,24.94,0,0,0
25.68,13,83.11,0,0,0
4.73,19,3.68,0,0,0
440.34,9,7.07,0,1,0
41.31,18,42.59,0,0,0
41.16,23,12.04,0,0,0
13.06,10,27.85,0,0,0
395.72,17,50.53,0,0,0
130.03,10,40.61,0,0,0
164.96,8,26.44,1,0,0
363.84,18,26.81,0,1,0
63.61,19,26.38,0,0,0
145.73,9,29.97,0,1,0
5.94,2,59.26,0,0,0
31.01,2,8.64,0,0,0
266.9,23,7.49,0,0,0
218.36,7,36.69,0,0,0
64.77,5,13.61,0,0,0
70.94,19,68.02,0,0,0
114.39,0,28.68,0,0,0
0.04,19,73.49,1,0,0
41.41,23,39.99,0,0,0
35.02,5,19.05,0,0,0
43.25,1,24.38,0,0,0
245.91,18,48.04,0,0,0
49.21,6,5.59,0,1,0
31.89,10,50.08,0,0,0
105.26,10,23.12,0,0,0
301.09,3,20.42,0,0,0
41.43,19,96.77,0,0,0
12.27,15,59.65,1,0,0
66.1,4,11.64,0,0,0
206.54,23,30.55,1,0,0
120.01,6,10.18,0,0,0
254.57,15,34.67,0,0,0
481.31,14,85.21,0,0,0
236.01,4,67.57,0,0,0
138.88,0,33.61,0,0,0
101.99,19,30.87,0,0,0
6.13,21,21.74,0,1,0
623.32,21,89.32,0,0,0
72.55,8,44.76,0,0,0
24.77,20,17.19,0,0,0
164.81,4,26.67,1,0,0
50.17,21,27.68,0,0,0
132.2,5,12.28,0,0,0
132.56,2,27.81,0,1,0
88.52,5,36.66,0,0,0
271.29,7,10.58,0,0,0
46.18,5,51.52,0,0,0
89.3,15,14.19,0,0,0
115.73,15,17.38,0,0,0
163.43,20,13.84,0,0,0
229.85,2,11.64,0,0,0
75.33,16,57.79,0,0,0
155.79,20,64.88,0,0,0
24.49,5,15.28,0,0,0
404.67,5,53.46,0,0,0
72.45,21,6.24,0,0,0
196.13,18,19.58,0,0,0
3.08,19,8.19,0,0,0
34.45,14,94.15,0,0,0
100.15,18,59.05,0,0,0
315.87,1,4.79,0,0,0
112.38,7,12.36,0,0,0
398.61,6,20.04,1,0,0
99.19,7,23.52,0,0,0
101.13,12,7.52,0,1,0
19.13,21,41.95,0,0,0
243.42,14,53.34,1,0,0
42.55,11,31.87,0,0,0
344.81,14,30.23,0,0,0
362.57,13,13.88,0,0,0
430.52,6,19.2,0,0,0
110.17,16,29.12,0,0,0
169.56,4,31.48,0,0,0
226.11,19,24.83,0,0,0
21.06,9,50.05,0,0,0
137.8,18,36.4,1,0,0
5.23,17,53.88,0,0,0
103.24,23,27.06,0,0,0
25.23,9,26.93,0,0,0
30.3,1,46.85,0,0,0
68.13,5,10.6,0,0,0
84.96,2,131.47,0,0,0
146.4,18,13.84,0,0,0
11.6,4,12.57,0,0,0
105.08,6,51.78,0,0,0
30.25,6,38.16,0,0,0
127.99,9,42.38,0,0,0
152.17,0,27.58,0,0,0
122.03,10,11.11,0,1,0
201.08,22,75.19,1,0,0
61.33,6,50.27,0,0,0
217.29,5,15.45,0,0,0
85.05,5,47.23,0,0,0
99.3,12,16.57,0,0,0
156.66,15,18.6,0,0,0
2.78,12,19.82,1,0,0
159.19,1,14.31,1,0,0
144.58,18,27.19,0,0,0
55.63,18,50.55,0,0,0
13.45,18,35.36,0,0,0
14.3,17,42.12,0,0,0
385.03,5,30.81,0,0,0
175.33,1,3.39,0,0,0
20.39,18,107.58,0,0,0
66.18,5,56.78,0,0,0
134.65,19,32.01,1,0,0
270.79,22,9.85,0,1,0
6.7,21,40.96,0,0,0
40.5,14,25.6,0,0,0
330.75,5,29.61,0,0,0
1.38,2,49.8,0,0,0
33.73,10,34.19,0,0,0
479.22,7,64.56,0,0,0
142.56,21,17.98,0,0,0
45.5,17,5.9,0,0,0
10.4,16,24.75,0,0,0
4.29,18,18.44,0,0,0
42.1,18,37.11,0,0,0
319.91,23,12.55,1,0,0
80.66,20,18.0,0,0,0
191.12,16,38.17,0,0,0
375.68,3,21.15,0,0,0
78.65,6,52.48,0,0,0
31.84,4,12.77,0,0,0
109.2,15,9.21,0,0,0
358.03,5,41.33,0,0,0
244.73,13,7.84,0,1,0
10.21,19,4.14,0,0,0
176.93,1,9.05,0,0,0
127.26,17,55.28,0,0,0
357.02,17,15.82,0,0,0
19.6,12,18.84,0,0,0
114.55,17,43.51,0,0,0
317.37,16,49.85,0,0,0
79.15,12,44.26,0,0,0
98.67,11,41.25,0,0,0
10.96,2,14.94,0,0,0
48.89,21,27.9,0,0,0
58.85,6,7.77,0,0,0
435.4,0,19.73,0,1,0
49.83,4,5.14,0,0,0
92.67,20,52.52,0,0,0
166.89,0,18.85,0,0,0
26.54,3,27.26,0,0,0
99.96,0,16.74,0,1,0
201.22,12,57.1,0,0,0
302.45,13,7.2,1,0,0
147.63,14,9.86,0,0,0
165.87,16,26.81,1,0,0
20.25,11,27.89,0,0,0
437.2,6,52.91,0,0,0
21.33,22,31.08,0,0,0
223.53,18,27.72,0,0,0
46.15,22,13.76,0,0,0
406.79,2,57.32,0,0,0
190.92,17,22.27,0,0,0
210.25,3,14.54,1,0,0
37.09,2,12.84,1,0,0
87.79,11,27.44,0,1,0
144.28,22,6.82,0,0,0
220.43,11,7.35,0,0,0
16.47,16,7.33,0,0,0
491.97,5,79.0,1,0,0
331.39,14,66.48,0,0,0
47.28,1,11.86,0,0,0
259.54,7,31.65,0,0,0
109.57,13,42.28,0,1,0
92.93,4,34.81,1,0,0
56.63,2,9.01,0,1,0
130.47,9,13.44,0,0,0
196.34,6,31.27,0,0,0
79.38,10,7.1,1,0,0
148.82,14,54.73,0,0,0
180.25,1,8.77,0,0,0
186.26,4,28.86,0,0,0
8.0,10,46.73,0,0,0
294.65,7,50.66,0,0,0
91.94,12,51.18,0,0,0
45.66,10,13.95,1,0,0
41.51,16,15.41,0,0,0
98.96,14,33.31,0,0,0
326.83,0,41.26,0,0,0
71.31,18,39.93,0,0,0
207.78,15,43.35,0,0,0
15.27,18,36.48,0,0,0
96.96,12,31.9,1,0,0
718.47,22,14.99,0,0,0
220.74,21,32.58,0,0,0
35.46,22,73.29,0,0,0
104.41,3,20.28,0,0,0
39.91,10,18.76,0,0,0
79.03,17,38.86,0,0,0
227.18,17,8.76,0,0,0
221.25,9,28.61,0,0,0
38.84,16,53.17,0,0,0
383.09,12,28.79,1,0,0
134.68,13,28.66,0,0,0
71.69,6,3.05,0,0,0
104.55,9,20.66,1,0,0
139.36,2,11.05,1,0,0
123.11,1,8.14,0,0,0
99.95,18,23.63,0,0,0
105.46,6,41.2,0,0,0
29.11,4,22.29,0,0,0
251.28,2,47.68,0,1,0
117.05,1,40.7,0,1,0
21.08,22,15.75,0,0,0
217.97,21,17.57,0,0,0
404.22,5,4.2,0,0,0
441.49,13,90.19,0,0,0
69.07,6,11.83,0,1,0
21.84,21,29.42,1,0,0
109.6,1,23.11,1,0,0
17.92,10,70.7,0,0,0
407.69,20,32.44,0,0,0
30.42,2,25.55,1,1,1
43.71,8,59.99,0,0,0
78.29,7,29.43,1,0,0
72.47,10,12.88,0,0,0
237.47,17,37.42,0,0,0
91.41,0,7.79,0,0,0
28.09,14,11.3,0,0,0
46.63,3,18.27,0,0,0
106.73,3,9.18,0,0,0
23.93,9,19.96,1,0,0
141.88,10,1.74,0,0,0
125.12,17,28.88,0,0,0
188.13,22,35.96,1,0,0
416.38,14,16.33,0,0,0
365.0,2,5.36,0,0,0
438.03,6,25.03,0,0,0
42.1,6,40.63,0,0,0
21.16,16,7.12,0,0,0
53.99,21,130.85,0,0,0
338.19,19,29.58,0,1,0
536.62,23,41.98,0,0,0
294.2,15,110.6,0,0,0
17.48,15,34.3,0,1,0
441.84,7,12.51,0,0,0
82.58,2,14.91,0,0,0
1.4,19,51.35,0,0,0
87.62,14,45.48,0,0,0
7.07,0,51.98,0,0,0
117.75,9,39.02,1,0,0
62.0,1,35.11,0,0,0
96.21,6,42.97,1,0,0
142.47,13,33.66,0,0,0
304.66,15,10.18,0,0,0
162.66,14,14.96,0,0,0
85.39,6,47.24,0,0,0
256.74,12,111.95,0,0,0
354.0,9,53.44,0,0,0
19.13,8,75.0,0,0,0
113.87,8,6.57,0,0,0
50.22,5,55.79,0,0,0
7.23,23,44.29,0,0,0
165.64,11,32.17,0,0,0
297.92,22,17.5,0,0,0
26.67,19,36.13,0,0,0
251.03,19,48.95,0,0,0
288.0,21,26.75,1,0,0
368.61,13,14.27,0,0,0
46.24,19,67.42,1,1,1
351.44,6,20.92,0,0,0
58.0,7,33.01,0,0,0
120.56,7,3.48,0,0,0
7.77,7,13.2,0,0,0
6.73,1,56.61,0,0,0
191.14,13,53.64,0,0,0
88.18,9,35.87,0,0,0
44.42,17,4.17,0,0,0
31.68,17,14.86,0,0,0
166.28,17,88.5,0,0,0
0.06,15,27.25,0,0,0
245.9,19,47.61,0,0,0
12.38,4,14.44,0,0,0
31.88,19,26.38,0,0,0
73.22,4,14.6,0,0,0
99.5,19,19.38,1,0,0
65.77,22,12.53,0,0,0
58.01,9,22.32,0,0,0
498.29,16,23.2,0,0,0
153.91,12,43.65,0,0,0
3.56,16,5.2,0,0,0
84.36,17,8.49,0,0,0
311.93,12,26.66,0,0,0
53.81,16,9.53,0,0,0
14.9,14,10.58,1,0,0
213.06,11,73.72,0,0,0
139.72,9,41.68,0,0,0
126.7,12,22.4,0,0,0
8.26,10,13.86,0,0,0
22.71,2,77.59,0,0,0
146.15,21,7.02,1,0,0
34.95,9,51.55,0,0,0
105.2,10,80.82,0,0,0
118.08,5,26.81,1,0,0
50.01,0,34.46,0,0,0
444.71,5,35.96,0,0,0
277.22,4,43.22,0,0,0
192.22,6,31.39,0,0,0
12.18,21,33.96,0,1,0
16.83,11,13.49,0,0,0
101.82,11,3.97,0,0,0
26.28,6,49.28,0,0,0
574.33,1,8.84,0,0,0
25.89,0,70.05,0,0,0
100.26,22,23.49,0,0,0
67.91,17,94.33,0,0,0
152.99,11,33.71,0,0,0
20.72,6,18.38,1,0,0
84.4,18,41.06,0,1,0
48.18,21,86.9,0,0,0
328.06,2,28.18,0,0,0
6.21,9,27.15,0,0,0
367.54,10,25.4,0,0,0
268.46,4,18.1,0,0,0
52.98,1,31.6,0,0,0
233.59,7,35.14,0,0,0
4.76,13,93.24,0,0,0
511.08,7,18.4,0,0,0
112.17,22,76.26,1,0,0
54.21,5,36.72,0,0,0
67.55,0,41.34,0,0,0
10.31,23,16.25,0,0,0
681.32,0,23.79,0,0,0
6.01,7,20.4,0,0,0
159.59,10,44.24,0,0,0
87.71,17,11.56,0,0,0
446.14,23,11.0,1,0,0
42.35,9,2.98,0,0,0
113.92,11,41.49,0,0,0
98.77,19,8.65,0,0,0
182.04,22,26.16,0,0,0
10.57,15,7.34,0,0,0
32.31,4,26.73,0,0,0
36.23,15,25.5,0,0,0
201.0,23,16.94,0,0,0
31.45,11,35.32,0,0,0
127.82,5,16.1,0,0,0
36.36,4,48.46,0,0,0
296.67,0,56.63,0,0,0
427.58,18,58.97,0,0,0
109.63,9,26.5,0,0,0
65.15,13,40.07,0,0,0
40.0,20,26.43,0,0,0
7.66,2,36.79,0,0,0
46.9,5,27.48,0,0,0
159.3,4,29.63,0,1,0
114.41,16,72.36,1,0,0
432.47,17,4.24,0,0,0
75.7,11,30.6,0,0,0
177.56,4,30.44,1,0,0
100.8,8,15.66,0,0,0
107.79,11,39.26,0,0,0
46.75,19,25.41,0,0,0
91.03,8,17.3,0,0,0
95.45,2,29.39,0,0,0
183.95,0,75.17,0,0,0
423.62,21,114.9,0,0,0
59.92,14,22.27,0,0,0
6.47,9,20.42,0,0,0
102.86,13,25.23,0,0,0
117.94,6,5.96,0,0,0
27.67,3,23.18,0,0,0
214.36,4,4.08,1,0,0
629.25,19,13.16,0,0,0
437.19,15,36.96,0,0,0
32.93,2,11.48,0,0,0
312.35,16,32.2,0,0,0
182.86,12,20.58,0,0,0
90.73,5,15.85,0,0,0
116.68,4,50.2,0,0,0
284.17,15,28.19,0,0,0
98.13,10,35.66,0,0,0
70.07,16,20.43,0,0,0
101.96,4,45.46,0,0,0
129.81,5,9.4,0,0,0
31.44,9,58.31,0,1,0
346.76,20,2.03,0,0,0
168.21,0,2.49,0,0,0
150.47,20,17.05,0,0,0
15.72,9,20.26,0,0,0
139.02,16,19.69,1,0,0
19.34,2,11.54,0,0,0
12.3,1,78.19,0,1,0
112.4,16,24.36,0,0,0
77.32,3,59.1,0,0,0
133.31,1,4.54,0,0,0
14.02,4,12.07,0,0,0
84.58,9,9.44,1,1,1
28.82,0,3.62,0,0,0
652.58,0,30.01,1,0,0
123.54,3,16.57,0,0,0
174.44,6,7.2,0,0,0
59.05,13,13.09,0,0,0
14.93,13,40.55,0,1,0
558.65,17,66.53,0,0,0
50.59,1,17.05,0,0,0
82.7,0,14.46,0,0,0
157.42,20,17.99,0,0,0
3.75,21,13.77,0,0,0
249.31,15,14.6,0,0,0
115.37,21,71.05,0,0,0
48.9,17,41.98,0,0,0
9.54,15,46.68,0,0,0
26.6,22,11.36,0,0,0
338.12,21,40.25,0,0,0
173.77,23,21.25,0,0,0
43.13,5,9.97,0,0,0
10.18,9,102.36,0,0,0
175.98,1,34.41,0,0,0
127.44,6,69.77,1,0,0
77.76,20,53.93,0,0,0
67.79,16,4.17,0,0,0
36.66,2,11.64,0,0,0
166.12,19,40.16,0,0,0
529.36,11,19.59,1,0,0
28.99,1,34.85,0,0,0
136.37,6,52.81,0,0,0
82.8,16,3.97,0,0,0
88.78,18,32.91,0,0,0
43.98,11,16.46,0,1,0
261.56,8,43.35,0,0,0
99.61,13,59.06,1,0,0
117.59,1,24.31,0,0,0
54.52,20,21.95,0,0,0
30.1,3,34.37,0,0,0
13.47,18,42.82,0,0,0
187.83,20,89.53,0,0,0
32.77,15,86.13,0,0,0
175.71,21,54.9,1,0,0
74.24,16,69.18,0,0,0
80.62,1,23.98,0,0,0
95.0,16,18.7,0,0,0
68.76,18,4.93,0,0,0
15.91,7,14.64,1,0,0
55.58,23,40.42,0,0,0
163.48,19,14.35,0,0,0
164.4,5,27.83,0,0,0
50.58,11,36.38,0,0,0
92.46,22,44.12,0,0,0
32.25,17,99.05,0,0,0
35.43,1,27.47,0,0,0
3.5,18,42.13,0,0,0
340.59,23,20.12,0,0,0
35.49,9,10.02,0,0,0
38.73,2,15.99,0,0,0
49.19,11,22.98,0,0,0
20.44,15,36.29,0,0,0
152.94,11,87.22,0,0,0
11.72,7,25.73,0,0,0
21.62,4,17.49,0,0,0
155.24,10,17.39,1,0,0
62.25,9,32.63,1,0,0
184.62,2,32.02,0,0,0
122.27,22,30.24,0,0,0
44.36,8,23.86,0,0,0
157.83,11,45.65,0,0,0
18.54,5,3.58,0,0,0
115.31,18,40.0,0,0,0
86.21,15,18.73,0,0,0
46.77,20,35.12,0,0,0
138.95,22,39.25,1,0,0
307.58,23,17.14,0,0,0
1022.51,13,108.54,0,0,0
140.38,3,11.47,1,0,0
77.8,17,64.17,0,0,0
38.27,9,23.68,0,1,0
44.58,17,50.69,0,0,0
97.93,11,5.38,0,0,0
68.66,18,37.92,0,0,0
367.69,7,25.21,0,0,0
68.9,0,40.42,1,0,0
70.13,13,40.28,0,0,0
72.56,22,48.12,1,0,0
271.75,5,63.31,0,1,0
157.81,13,75.21,0,0,0
142.85,1,6.98,0,0,0
61.0,8,4.7,0,0,0
255.48,11,18.31,0,0,0
5.87,4,30.82,0,0,0
306.96,1,18.92,0,1,0
107.85,18,51.17,0,0,0
76.19,6,70.66,0,0,0
103.12,6,46.11,0,0,0
165.13,9,7.93,0,0,0
1.93,16,64.71,0,0,0
307.83,13,16.49,1,0,0
88.79,10,2.92,0,0,0
63.0,19,9.63,1,0,0
22.32,5,50.54,0,0,0
86.83,7,40.99,0,0,0
102.87,18,26.51,0,0,0
77.54,18,20.26,0,0,0
170.29,23,8.66,0,0,0
81.94,23,17.98,0,0,0
488.24,23,6.73,0,0,0
137.17,16,40.8,0,0,0
247.13,23,49.81,0,0,0
17.37,23,42.33,0,0,0
75.95,17,52.84,0,0,0
61.61,11,29.77,0,0,0
126.42,8,51.18,0,0,0
296.11,22,1.41,1,0,0
12.24,23,24.5,0,0,0
11.3,15,41.53,0,0,0
284.89,17,16.14,0,0,0
35.9,15,23.2,0,1,0
165.73,15,23.67,0,0,0
117.42,3,27.44,0,0,0
268.37,22,12.28,0,0,0
20.04,21,23.8,0,0,0
20.85,6,49.7,0,0,0
122.07,0,8.45,0,0,0
438.87,23,12.88,0,0,0
80.42,22,25.62,0,0,0
59.39,19,40.88,0,0,0
139.97,0,8.5,0,0,0
399.85,7,15.76,0,0,0
272.03,22,74.24,0,0,0
810.01,7,28.04,0,0,0
3.42,9,39.03,0,0,0
17.96,0,53.15,0,0,0
141.04,20,28.15,0,0,0
257.7,20,8.79,0,0,0
50.37,13,21.73,0,0,0
41.01,13,40.8,0,0,0
231.95,9,43.83,0,0,0
8.71,18,16.56,0,0,0
69.16,15,15.14,0,0,0
105.73,8,15.1,0,0,0
123.27,19,44.15,0,0,0
195.63,15,17.66,0,0,0
65.74,19,3.86,1,0,0
142.28,7,20.14,1,0,0
132.06,6,40.19,0,0,0
118.98,10,50.84,0,0,0
153.45,20,16.1,0,0,0
45.05,5,25.37,0,0,0
13.27,14,24.37,0,0,0
19.05,18,21.9,0,0,0
38.15,13,21.8,0,0,0
104.03,14,36.45,0,0,0
275.3,5,51.87,0,0,0
181.24,23,22.33,0,0,0
233.41,9,10.79,0,0,0
64.84,13,34.26,0,0,0
77.79,15,86.86,1,0,0
75.05,12,33.42,0,0,0
31.96,10,29.34,0,0,0
9.48,2,11.66,0,0,0
134.08,7,4.42,0,0,0
679.46,2,23.62,0,0,0
27.38,1,33.61,0,0,0
7.17,20,64.05,0,0,0
226.8,13,28.44,0,0,0
43.67,19,5.62,0,1,0
265.48,20,11.86,0,0,0
182.58,21,30.13,0,0,0
436.91,14,30.03,1,0,0
78.87,2,43.34,1,0,0
162.69,0,13.38,0,0,0
93.78,14,65.42,0,0,0
149.38,19,35.88,0,0,0
89.57,21,13.03,0,0,0
31.36,1,21.17,0,0,0
106.36,17,8.84,0,0,0
112.8,0,43.0,0,0,0
249.59,8,56.36,0,0,0
199.5,2,80.17,0,0,0
163.5,1,24.77,0,0,0
18.05,3,31.04,0,0,0
191.28,15,29.08,0,0,0
104.06,21,54.17,1,0,0
336.79,0,14.43,0,0,0
378.62,8,21.19,1,0,0
8.51,7,32.02,0,1,0
257.76,5,51.95,0,0,0
5.76,19,61.34,0,0,0
68.63,17,48.3,0,0,0
117.23,15,22.68,0,0,0
24.04,7,38.93,0,0,0
205.75,22,26.33,0,1,0
1.26,3,17.53,0,0,0
27.7,2,28.87,0,0,0
130.41,14,122.57,0,0,0
187.97,5,14.17,1,1,0
372.69,0,15.6,0,0,0
183.37,17,24.89,0,1,0
167.11,22,50.61,0,0,0
75.22,10,5.51,0,0,0
0.19,2,44.76,0,0,0
19.2,12,17.02,0,0,0
114.71,16,42.37,0,0,0
168.65,17,32.37,0,0,0
81.05,13,20.69,0,0,0
196.78,6,7.99,0,0,0
110.68,6,51.91,0,0,0
11.56,13,24.27,0,0,0
31.98,23,20.61,0,0,0
274.89,14,14.83,1,0,0
193.6,11,34.45,0,0,0
337.73,11,50.97,0,0,0
18.76,7,26.48,0,0,0
694.15,15,14.79,0,0,0
35.25,8,59.51,0,0,0
1.78,1,10.96,0,0,0
894.17,13,23.21,0,0,0
49.5,23,54.41,0,0,0
165.4,23,21.74,1,1,1
